Item Code,Item Description,Strength,Dosage Form,Category
PP036601,Glass ionomer reinforced powder + liquid (Fuji 1X) Shade A2,1,NA,Dental Items
PP036602,Glass ionomer reinforced powder + liquid (Fuji 1X) Shade A3,1,NA,Dental Items
PP036900,Glass mixing slab,1,N/A,Dental Items
PP037500,Gutta percha cone (size 15-90),1,N/A,Dental Items
PP037800,"Gutta Percha points, PD 15-80",1,N/A,Dental Items
PP038140,Heat Cure Polymer,1,NA,Dental Items
PP038150,Fast hand piece high torque twin spray autoclavable,1,NA,Dental Items
PP038400,"Hemostatic sponges, Gelatins sponges, 50 sponges",1,N/A,Dental Items
PP041400,"Hydrogen peroxide, 20 vol.",1,Solution,Dental Items
PP043250,Intra oral Tips,1,NA,Dental Items
PP044100,Lab Hand piece electrical,1,N/A,Dental Items
PP044400,Lab putty (coltene) catalyst economy pack,1,NA,Dental Items
PP045000,LabPumice No. 3 medium course 25 lb/kg,1,NA,Dental Items
PP046200,Light cure composite,1,N/A,Dental Items
PP046500,"Lignocaine 2% Adrenaline 1/80,000 cartridge 1.8ml",1,Solution,Dental Items
PP046800,Liner calcium hydroxide,1,N/A,Dental Items
PP047100,"Liner, glass ionomer",1,N/A,Dental Items
PP047700,Mandibulectomy surgical insrtument set,1,NA,Dental Items
PP048300,"Masks, face, fluid resistant shield",1,N/A,Dental Items
PP048900,Matrix tape and dispenser 3M,1,N/A,Dental Items
PP048950,"Matrix Bands, Adult MOD wide 0.0015 inches",1,NA,Dental Items
PP048951,"Matrix Bands, Adult MOD wide 0.002 inches",1,NA,Dental Items
PP048952,"Matrix Bands, Adult Universal, 0.002 inches",1,NA,Dental Items
PP048960,Matrix band narrow,1,NA,Dental Items
PP050400,Micromotor NSK Ultimate XL (NSK),1,NA,Dental Items
PP051300,"Monomer, acrylic denture base",1,N/A,Dental Items
PP051600,Monomer acrylic self cure resin base,1,NA,Dental Items
PP052500,Mouth gag (mouth prop) adult,1,N/A,Dental Items
PP053100,"Needle holder, crile-wood (Aesculap BM 16)",1,N/A,Dental Items
PP053400,"Needle, disposable dental, 27g long sharewood",1,N/A,Dental Items
PP053700,"Needle, disposable dental, 30g long",1,N/A,Dental Items
PP054300,"Oil spray for handpiece, universal",1,N/A,Dental Items
PP056100,Opalescence Refill kit,1,NA,Dental Items
PP057000,Optibond solo bonding agent,1,N/A,Dental Items
PP057600,Orthodontic Exp screws (large),1,N/A,Dental Items
PP063000,Orthodontic wire tubing (size 0.8),1,N/A,Dental Items
PP063300,Orthodontic wire tubing (size 0.9),1,N/A,Dental Items
PP064200,Paper point cones (size 15-90),1,N/A,Dental Items
PP065100,"Paper, articulating blue",1,N/A,Dental Items
PP070200,"Plastic Bib, adult",1,N/A,Dental Items
PP070500,"Plastic Bib, children",1,N/A,Dental Items
PP075000,Pluggers (hand instruments),1,N/A,Dental Items
PP075300,Polishing kits amalgam (shofu),1,N/A,Dental Items
PP075600,Polishing system enhance (Dentisply),1,N/A,Dental Items
PP076200,"Polymer acrylic, denture base",1,N/A,Dental Items
PP076500,"Polymer acrylic, self cure, resin base",1,N/A,Dental Items
PP076800,"POP dental stone, ortho",1,N/A,Dental Items
PP077100,"POP dental stone, yellow",1,N/A,Dental Items
PP077400,POP dental white,1,N/A,Dental Items
PP079500,Prophylactic paste,1,N/A,Dental Items
PP079800,Pumice,1,N/A,Dental Items
PP083700,"Rolls, cotton dental",1,N/A,Dental Items
PP084300,Root canal sealant ( Regular),1,N/A,Dental Items
PP084600,Root canal sealer (Dentisply AH plus),1,NA,Dental Items
PP085800,"Root canal spreader, SE # 40",1,N/A,Dental Items
PP086100,"Root canal spreader, SE # 40S",1,N/A,Dental Items
PP087000,Saliva ejectors flexible,1,N/A,Dental Items
PP087900,Silicone duplicating material (N+V),1,NA,Dental Items
PP087940,"Single bottle bonding systems, 5ml?(Wrights Aristobond equiv",1,NA,Dental Items
PP091800,Sunburst alloy,1,N/A,Dental Items
PP091850,Surgical Heamostatic Agent Spong (Gelatamp or equivalent),1,NA,Dental Items
PP092100,"Syringes for dental cartridge, 2ml",1,N/A,Dental Items
PP092400,"Teeth, acrylic anteriors, assisted shades + moulds (acrotone)",1,N/A,Dental Items
PP092411,"Teeth (Acrotome), Posterior lower, mould 20, Shade 77",1,NA,Dental Items
PP092412,"Teeth (Acrotome), Posterior lower, mould 3P, Shade 61",1,NA,Dental Items
PP092413,"Teeth (Acrotome), Posterior upper, mould 20, Shade 66",1,NA,Dental Items
PP092417,Teeth (acrotome) anterior upper mould 267 Shade 66,1,NA,Dental Items
PP092436,"Teeth (acrotome) posterior upper, mould 4, Shade 62",1,NA,Dental Items
PP092437,"Teeth (acrotome) posterior upper, mould 4, Shade 66",1,NA,Dental Items
PP092439,"Teeth (acrotome) posterior upper, mould 4, Shade 67",1,NA,Dental Items
PP092447,Teeth(acrotome) anterior upper mould 4H Shade 67,1,NA,Dental Items
PP092449,Dental Syringes,1,NA,Dental Items
PP092450,Pack Teeth,1,NA,Dental Items
PP092451,Plastic coating solution,1,NA,Dental Items
PP092452,Teeth (Acrotome) Anterior LOWER 18shades 61,1,NA,Dental Items
PP092453,Teeth Posterior UPPER MOULD 18 shades 66,1,NA,Dental Items
PP092454,Teeth (Acrotome) Anterior LOWER 18shades 66,1,NA,Dental Items
PP092455,Teeth (Acrotome) Anterior LOWER 18shades 77,1,NA,Dental Items
PP092456,Teeth (Acrotome) Anterior LOWER 4 shades 67,1,NA,Dental Items
PP092457,Teeth (Acrotome) Anterior LOWER 4shades 77,1,NA,Dental Items
PP092458,Teeth (Acrotome) Posterior LOWER 4shades 61,1,NA,Dental Items
PP092459,Teeth (Acrotome) Posterior LOWER 4shades 62,1,NA,Dental Items
PP092460,Teeth (Acrotome) Posterior Upper 18shades 62,1,NA,Dental Items
PP092461,Teeth (Acrotome) Posterior Upper 20shades,1,NA,Dental Items
PP092462,Teeth (Acrotome)Posterior 18 shades 67,1,NA,Dental Items
PP092463,Teeth (Acrotome)Posterior LOWER 18 shades 67,1,NA,Dental Items
PP092464,Teeth (Acrotome)Posterior LOWER 18 shades 61,1,NA,Dental Items
PP092465,Teeth (Acrotome)Posterior LOWER 18 shades 77,1,NA,Dental Items
PP092466,Teeth (Acrotome)Posterior lower 20 shades 62,1,NA,Dental Items
PP092467,Teeth (Acrotome)Posterior lower 20 shades 66,1,NA,Dental Items
PP092468,Teeth (Acrotome)Posterior LOWER 4 shades 66,1,NA,Dental Items
PP092469,Teeth (Acrotome)Posterior UPPER 18 shades 67,1,NA,Dental Items
PP092470,Teeth (Acrotome)Posterior UPPER 20 shades 61,1,NA,Dental Items
PP092473,Teeth (Acrotome)Posterior UPPER 20 shades 77,1,NA,Dental Items
PP092474,Teeth (Acrotome)Posterior UPPER 4 shades 67,1,NA,Dental Items
PP092475,Teeth (Posterior) UPPER 20 shades 67,1,NA,Dental Items
PP092476,Teeth Acrotene upper A23-61,1,NA,Dental Items
PP092477,Teeth Acrotene upper A23-62,1,NA,Dental Items
PP092478,Teeth Acrotene upper A23-66,1,NA,Dental Items
PP092479,Teeth Acrotene upper A23-67,1,NA,Dental Items
PP092480,Teeth Acrotene upper A23-77,1,NA,Dental Items
PP092481,Teeth Acrotene upper44-77,1,NA,Dental Items
PP092482,Teeth Acrotome Anterior Lower 16-61,1,NA,Dental Items
PP092483,Teeth Acrotome Anterior Lower 16-67,1,NA,Dental Items
PP092485,Teeth Acrotome Anterior lower 3P-66,1,NA,Dental Items
PP092486,Teeth Acrotome Anterior Lower 3R-77,1,NA,Dental Items
PP092487,Teeth Acrotome Anterior lower 46-62,1,NA,Dental Items
PP092488,Teeth Acrotome Anterior lower 46-67,1,NA,Dental Items
PP092489,Teeth Acrotome Anterior lower3P-62,1,NA,Dental Items
PP092490,Teeth Acrotome Anterior lower3P-67,1,NA,Dental Items
PP092491,Teeth Acrotome Anterior lower3R-61,1,NA,Dental Items
PP092492,Teeth Acrotome Anterior lower3R-62,1,NA,Dental Items
PP092493,Teeth Acrotome Anterior lower3R-66,1,NA,Dental Items
PP092494,Teeth Acrotome Anterior lower46-66,1,NA,Dental Items
PP092495,Teeth Acrotome Anterior Upper 136-61,1,NA,Dental Items
PP092496,Teeth Acrotome Anterior Upper 136-62,1,NA,Dental Items
PP092497,Teeth Acrotome Anterior Upper 136-67,1,NA,Dental Items
PP092498,Teeth Acrotome Anterior Upper 136-77,1,NA,Dental Items
PP092499,Teeth Acrotome Anterior Upper 266-61,1,NA,Dental Items
PP092700,"Teeth, acrylic anteriors, assisted shades + moulds (senator)",1,N/A,Dental Items
PP092710,Teeth Acrotome Anterior Upper 266-67,1,NA,Dental Items
PP092711,Teeth Acrotome Anterior Upper 266-77,1,NA,Dental Items
PP092713,Teeth Acrotome Anterior Upper 267-61,1,NA,Dental Items
PP092714,Teeth Acrotome Anterior Upper 267-62,1,NA,Dental Items
PP092715,Teeth Acrotome Anterior Upper 267-66,1,NA,Dental Items
PP092716,Teeth Acrotome Anterior Upper 267-77,1,NA,Dental Items
PP092717,Teeth Acrotome Anterior upper 3P-61,1,NA,Dental Items
PP092718,Teeth Acrotome Anterior Upper 3P-62,1,NA,Dental Items
PP092720,Teeth Acrotome Anterior Upper 3P-67,1,NA,Dental Items
PP092721,Teeth Acrotome Anterior Upper 3P-77,1,NA,Dental Items
PP092722,Teeth Acrotome Anterior Upper 3R-67,1,NA,Dental Items
PP092723,Teeth Acrotome Anterior Upper 46-61,1,NA,Dental Items
PP092724,Teeth Acrotome Anterior Upper 46-77,1,NA,Dental Items
PP092725,Teeth Acrotome Anterior Upper A26-61,1,NA,Dental Items
PP092726,Teeth Acrotome Anterior Upper A26-62,1,NA,Dental Items
PP092727,Teeth Acrotome Anterior Upper A26-66,1,NA,Dental Items
PP092728,Teeth Acrotome Anterior Upper A26-67,1,NA,Dental Items
PP092729,Teeth Acrotome Anterior upper3P-66,1,NA,Dental Items
PP092730,Teeth Acrotome lower 3p-77,1,NA,Dental Items
PP092731,Teeth Acrotome Upper 136-66,1,NA,Dental Items
PP092732,Teeth Acrotome Upper 137-61,1,NA,Dental Items
PP092733,Teeth Acrotome Upper 137-62,1,NA,Dental Items
PP092734,Teeth Acrotome Upper 137-66,1,NA,Dental Items
PP092735,Teeth Acrotome Upper 137-67,1,NA,Dental Items
PP092736,Teeth Acrotome Upper 137-77,1,NA,Dental Items
PP092737,Teeth Acrotome Upper 267-67,1,NA,Dental Items
PP092738,Teeth Acrotome Upper 4H-61,1,NA,Dental Items
PP092740,Teeth Acrotome Upper 4H-62,1,NA,Dental Items
PP092743,Teeth Acrotome Upper 4H-66,1,NA,Dental Items
PP092745,Teeth Acrotome Upper 4H-77,1,NA,Dental Items
PP093000,"Teeth, acrylic posteriors, assisted shades + moulds (acrotone)",1,N/A,Dental Items
PP093300,"Teeth, acrylic posteriors, assisted shades + moulds (senator)",1,N/A,Dental Items
PP093900,"Temporary cement, Kerr Tempbond",1,N/A,Dental Items
PP095700,"Tray impression, autoclavable, medium, lower adults",1,N/A,Dental Items
PP096000,"Tray impression, autoclavable, medium, upper adults",1,N/A,Dental Items
PP096300,"Tray impression, autoclavable, small, upper adults",1,N/A,Dental Items
PP096600,"Tray impression, autoclavable,large, lower adults",1,N/A,Dental Items
PP097800,"Tray, impression, lower dentate (Prima)",1,N/A,Dental Items
PP098400,"Tray, impression, lower, child (Prima)",1,N/A,Dental Items
PP098700,"Tray, impression, upper child (Prima)",1,N/A,Dental Items
PP099000,"Tray, impression, upper dentate (Prima)",1,N/A,Dental Items
PP099300,"Tray, impression, upper edentulous (Prima)",1,N/A,Dental Items
PP100550,"Tungstein Carbide Acrylic Trimmers, C251/060",1,NA,Dental Items
PP100551,"Tungstein Carbide Acrylic Trimmers, C75/060",1,NA,Dental Items
PP100552,Tungstein Carbide Acrylic Trimmers C77/060,1,NA,Dental Items
PP100553,"Tungstein Carbide Acrylic Trimmers, C77G/070",1,NA,Dental Items
PP100554,"Tungstein Carbide Acrylic Trimmers, C78/060",1,NA,Dental Items
PP100555,"Tungstein Carbide Acrylic Trimmers, C79/040",1,NA,Dental Items
PP100556,"Tungstein Carbide Acrylic Trimmers, CX138/023",1,NA,Dental Items
PP100557,"Tungstein Carbide Acrylic Trimmers, CX251G/060",1,NA,Dental Items
PP100558,"Tungstein Carbide Acrylic Trimmers, CX251SG/060",1,NA,Dental Items
PP100559,"Tungstein Carbide Acrylic Trimmers, CX73/060",1,NA,Dental Items
PP100560,"Tungstein Carbide Acrylic Trimmers, CX795G/070",1,NA,Dental Items
PP100561,"Tungstein Carbide Inverted Cone, No. 37",1,NA,Dental Items
PP100562,"Tungstein Carbide Inverted Cone, No. 35",1,NA,Dental Items
PP100563,"Tungstein Carbide Round Burrs, No. ?",1,NA,Dental Items
PP100564,"Tungstein Carbide Round Burrs, No. 2",1,NA,Dental Items
PP100565,"Tungstein Carbide Round Burrs, No. 6",1,NA,Dental Items
PP100566,"Tungstein Carbide Round Burrs, No. 7",1,NA,Dental Items
PP100567,"Tungstein Carbide, Cross-cut straight, No. 558,",1,NA,Dental Items
PP100568,"Tungstein Carbide, Cross-cut tappered, No. 700,",1,NA,Dental Items
PP100569,"Tungstein Carbide, flat end straight, No. 557",1,NA,Dental Items
PP102300,Vermix stone,1,N/A,Dental Items
PP103200,Wax model cement (Dentisply),1,NA,Dental Items
PP105600,"Wax, modelling, no. 4 gauge",1,N/A,Dental Items
PP106800,"Wire ligature 0.4mm (016 0.406 mm), roll",1,N/A,Dental Items
PP107100,"Wire ligature 0.5mm (020 0.508 mm), roll",1,N/A,Dental Items
PP107700,Zinc oxide eugenol Liquid,1,Liquid,Dental Items
PP107750,Zinc oxide eugenol Powder,1,NA,Dental Items
PP108000,Zinc oxide eugenol liquid+powder,1,Mixture,Dental Items
PP108300,Zinc phosphate cement (liquid + powder),1,Mixture,Dental Items
PP108600,Zinc polycarboxylate (powder + liquid),1,Mixture,Dental Items
QQ000600,Controlled Drugs Book ( DDA),1,N/A,Miscellaneous items
QQ000900,Prescription Pads For Prescription only Medicines(POM),1,N/A,Miscellaneous items
QQ001200,Requisition book (MED 94),1,N/A,Miscellaneous items
RR000900,"Blanket cellular, adult, blue, 100% cotton, marked MOH 200 cm x 250 cm.",1,N/A,Hospital beddings
RR001000,"Mattress, adult, 25kgs, water proof, PVC leather, 1mm thick",1,NA,Hospital beddings
RR001200,"Blanket cellular, adult, gold, 100% cotton, marked MOH 200 cm x 250 cm.",1,N/A,Hospital beddings
RR001500,"Blanket cellular, infant, blue, 100% cotton, marked MOH, 150cm x 200cm, machine wash at high temperature",1,N/A,Hospital beddings
RR003600,"Green towel for covering trolleys 100% cotton, 120cm x 120cm, Green colour., machine wash at high temperature",1,N/A,Hospital beddings
RR003900,"Hospital foam mattress with 25kg foam and waterproof PVC leather cloth cover of 1.0mm thick with zip, 74'' x 36'' x 4'' (914mm x 188mm x 100mm), (adult)",1,N/A,Hospital beddings
RR004200,"Hospital foam mattress, waterproof PVC leather cloth cover of 1.0mm thick with zip, infant",1,N/A,Hospital beddings
RR005700,"Pillow case, blue, 100% cotton, marked MOH 69 cm x100 cm, machine wash at high temperature",1,N/A,Hospital beddings
RR006300,"Pillow case, white, 100% cotton, marked MOH 69 cm x100 cm, machine wash at high temperature",1,N/A,Hospital beddings
RR006600,Pillows foam,1,N/A,Hospital beddings
RR006900,"Sheets bed adult, blue, 100% cotton, marked MOH - 150cm x 275cm, machine wash at high temperature",1,N/A,Hospital beddings
RR006910,"Theatre Material for Drapes and Gowns, Cotton Drill, Green",1,NA,Hospital beddings
RR006920,"Material for Wrapping instr for CSSD Casualty, Cotton, Brown",1,NA,Hospital beddings
RR006930,"Material for Wrappiong Delivery packs, Cotton, Deep Blue",1,NA,Hospital beddings
RR007500,"Sheets bed adult, white, 100% cotton, marked MOH - 150cm x 275cm, machine wash at high temperature",1,N/A,Hospital beddings
RR007800,Sheets bed infant blue 100% cotton marked MOH - 150cm x 2,1,NA,Hospital beddings
RR008400,"Sheets bed infant, white, 100% cotton, marked MOH - 150cm x 200cm, machine wash at high temperature.",1,N/A,Hospital beddings
TB000100,N95 Face Masks,1,N/A,Medical Supplies
TB000200,Ethambutol 400mg,1,N/A,Medical Supplies
TB000300,Ethambutol 100mg,1,N/A,Medical Supplies
TB000301,Ethambutol 100mg,1,NA,Medical Supplies
TB000500,Rifampicin60mg/Isoniazid30mg/Pyrazinamide150mg(RHZ),1,N/A,Medical Supplies
TB000700,Isoniazid 100mg (100),1,N/A,Medical Supplies
TB000800,Isoniazid 100mg (1000),1,N/A,Medical Supplies
TB000900,Isoniazid 300mg,1,N/A,Medical Supplies
TB001000,Pyrazinamide 400mg,1,N/A,Medical Supplies
TB001200,Rifampicin 150mg/isoniazid 100mg tablet (Rifinah?),1,N/A,Medical Supplies
TB001300,Rifampicin 150mg/isoniazid 75mg,1,N/A,Medical Supplies
TB001500,Bilogical safety cabinet,1,NA,Medical Supplies
TB001800,Hydrochloric acid,1,N/A,Medical Supplies
TB002000,Alluminium foil sheet,1,N/A,Medical Supplies
TB003000,Sputum containers 4oz,1,N/A,Medical Supplies
TB003100,Methylated spirit 98%,1,N/A,Medical Supplies
TB003200,Methylated spirit 70%,1,N/A,Medical Supplies
TB003300,Methylated spirit,1,N/A,Medical Supplies
TB003500,Cryo Labels,1,N/A,Medical Supplies
TB003800,self-refilling syringes 1-10ml,1,N/A,Medical Supplies
TB004300,Microscope slides-frosted G-edged,1,NA,Medical Supplies
TB004400,Streptomycin Suphate injection 1g,1,N/A,Medical Supplies
TB004500,Sulphuric acid,1,N/A,Medical Supplies
TB005000,Auramine ?O? Gurr powder,1,N/A,Medical Supplies
TB005900,Filter paper No. 1,1,N/A,Medical Supplies
TB006400,Diazepam 5mg/ml 2ml,1,N/A,Medical Supplies
TB007500,Loop holder insulated 152mm,1,N/A,Medical Supplies
TB007700,Markers (super colour) extra fine,1,N/A,Medical Supplies
TB008000,Methylene blue,1,N/A,Medical Supplies
TB008100,Adhesive labels,1,N/A,Medical Supplies
TB011200,Universal bottle,1,N/A,Medical Supplies
TB011400,Culture tubes 15mm,1,N/A,Medical Supplies
TB011800,Alcohol 95%,1,N/A,Medical Supplies
TB012000,Alcohol 98%,1,N/A,Medical Supplies
TB012900,Levofloxacin 250mg,1,N/A,Medical Supplies
TB020000,Aniline,1,N/A,Medical Supplies
TB020100,Safety boxes,1,N/A,Medical Supplies
TB020200,Specimen containers,1,NA,Medical Supplies
TB020600,Lens cleaning tissue,1,N/A,Medical Supplies
TB022100,Sodium chloride crystals,1,N/A,Medical Supplies
TB023400,Conical flasks 1000ml,1,N/A,Medical Supplies
TB023600,Conical flasks 3000ml,1,N/A,Medical Supplies
TB024200,Ethanol absolute 2.5L,1,N/A,Medical Supplies
TB024800,Garage rolls,1,N/A,Medical Supplies
TB025200,Ethanol GPR 98/99% VWR,1,N/A,Medical Supplies
TB031700,1ml syringe Depo,1,NA,Medical Supplies
TB033800,Oil Immersion(BDH brand),1,N/A,Medical Supplies
TB034000,Potassium permanganate,1,N/A,Medical Supplies
TB034600,"Water for injection, 10ml",1,N/A,Medical Supplies
TB034700,"Water for injection, 5ml",1,N/A,Medical Supplies
TB036100,Phenol crystals,1,N/A,Medical Supplies
TB036200,Laboratory Diagnostic kit (Equipment Kit),1,N/A,Medical Supplies
TB036300,Laboratory Diagnostic kit (Microscope Kit),1,N/A,Medical Supplies
TB036400,Laboratory Diagnostic kit (Consumable kit),1,N/A,Medical Supplies
TB036500,Cotton wink for alcohol lamp 1ml,1,N/A,Medical Supplies
TB037400,Carbol fuchsin basic dry powder,1,N/A,Medical Supplies
TB039800,Xylene,1,N/A,Medical Supplies
TB040300,Rifampicin 150mg,1,NA,Medical Supplies
TB041100,Capreomycin sulphate 1g,1,N/A,Medical Supplies
TB041200,Ciprofloxacin 250mg,1,N/A,Medical Supplies
TB041500,Cycloserine 250mg,1,N/A,Medical Supplies
TB041800,Ethionamide 250mg,1,N/A,Medical Supplies
TB042400,Microscope slides-frosted end(Tropical packaging),1,N/A,Medical Supplies
TB042500,Rifampicin150mg/Isoniazid75mg/Pyrazinamide 400mg/Ethambutol,1,N/A,Medical Supplies
TB042600,Rifampicin60mg/Isoniazid60mg,1,N/A,Medical Supplies
TB042700,Rifampicin150mg/Isoniazid75mg/Ethambutol 275mg (RHE),1,N/A,Medical Supplies
TB042900,Rifampicin60mg/Isoniazid30mg/Pyrazinamide150mg(RHZ),1,N/A,Medical Supplies
TB043000,Rifampicin 60 mg/isoniazid 30mg,1,N/A,Medical Supplies
TB044700,Serological Pipette Disposable 10ml,1,N/A,Medical Supplies
